open_time_ms,ema,rsi,atr,vwap
1767305700000,64317.3308381510,57.3519506983,31.6753210763,64118.2109683177
1767305760000,64316.1152267193,51.4073916642,32.9499460291,64118.2844724416
1767305820000,64314.9958028685,52.6201065717,31.7693761274,64118.3702613940
1767305880000,64313.7814549833,50.8948456665,30.7887346091,64118.4168353024
1767305940000,64312.6881232393,52.6133144982,30.2128749177,64118.4658384116
1767306000000,64311.4698233349,50.2515360861,29.4956547692,64118.5252298055
1767306060000,64310.7374006426,57.4286370064,30.9419334018,64118.5895270007
1767306120000,64309.8777408626,55.0021247939,30.0561819513,64118.6641944287
1767306180000,64309.0229774423,54.9341638778,28.5216328319,64118.7274105984
1767306240000,64308.7075571241,62.2288413868,31.2000676374,64118.8519124584
1767306300000,64308.2183097820,58.8111732922,30.6691159966,64118.9635963201
1767306360000,64307.5896350730,56.1053987885,29.7350373795,64119.0285768300
1767306420000,64307.0793884231,57.7333746902,30.7350750641,64119.0686936128
1767306480000,64307.3327834762,66.7218586759,34.4173417454,64119.2479711233
1767306540000,64307.2414872507,60.4745173792,35.1888968342,64119.4178036920
1767306600000,64306.9600542516,57.2512873111,35.1836837891,64119.5353678364
1767306660000,64306.4251300872,53.1580170036,35.0063611018,64119.6871256134
1767306720000,64305.7775566621,51.3384949356,33.4771006095,64119.8387261282
1767306780000,64304.6524496982,44.5947220118,35.9290087105,64119.9122642310
1767306840000,64304.1070510307,52.4896551042,37.8172314401,64119.9817536549
1767306900000,64304.0235067659,57.7009314044,38.5524265594,64120.1201495051
1767306960000,64303.9240913352,57.4525846102,37.1301618024,64120.2720005943
1767307020000,64303.8230422078,57.4107961572,35.9084473912,64120.3969744266
1767307080000,64303.7823111034,58.1520546197,34.7270272355,64120.5520285419
1767307140000,64303.8395792966,59.4040816653,33.1173440152,64120.7520564765
1767307200000,64303.8227099234,57.9954977194,32.1928428632,64120.8665164521
1767307260000,64303.9768548461,60.3470017242,31.2924150959,64121.0073271696
1767307320000,64304.2588312546,62.0781559488,31.7763992051,64121.1415140886
1767307380000,64304.5664642678,62.4664112735,29.9635712585,64121.3510475693
1767307440000,64305.2809260163,67.6095281734,31.0807367657,64121.4942484521
1767307500000,64306.4496900668,72.2236348216,33.4819196853,64121.7247603603
1767307560000,64307.5887050920,71.7911363740,34.4813130784,64121.8440971401
1767307620000,64308.5693847862,68.2217890518,33.2357950720,64122.1192057788
1767307680000,64310.0115450719,72.8771746044,34.7935075533,64122.3366460248
1767307740000,64311.5058613957,73.4679214804,34.3373156749,64122.6486342160
1767307800000,64313.2898936418,76.0416145790,34.7485800279,64122.9463243621
1767307860000,64315.4124605542,78.6504666285,35.0788462690,64123.2075390368
1767307920000,64317.7050255556,79.9139623371,36.3350841057,64123.5677011015
1767307980000,64319.8860277658,77.6167671561,34.8119860157,64123.6385118853
1767308040000,64322.0318339593,77.2531380135,33.6605031409,64124.0765686290
1767308100000,64324.1550457936,77.2172511748,31.8383117003,64124.5354285260
1767308160000,64326.4247959688,78.6573868124,31.5221792445,64124.7671022738
1767308220000,64328.2952714148,68.2232471677,32.2821380341,64125.2091228709
1767308280000,64330.2794606525,69.7417142206,31.4111473542,64125.6195590864
1767308340000,64331.8528842977,60.5360933842,32.8760454620,64125.8344254251
1767308400000,64333.4730317657,61.4111756362,31.1307334470,64126.0983032697
1767308460000,64334.9640747875,58.8651474819,30.1536254408,64126.2705238689
1767308520000,64336.3683755259,57.2386992204,28.8645725082,64126.6272186271
1767308580000,64337.5157257093,52.0093385549,29.4068398603,64126.8564111913
1767308640000,64338.3608083976,46.5293993612,29.8673617637,64127.1242768831
1767308700000,64339.2173465392,46.9405895198,28.6528479027,64127.3653829609
1767308760000,64340.4206190485,53.7854142706,29.2602623703,64127.5708737729
1767308820000,64341.5995354965,53.5262105761,27.4849616872,64127.8187549099
1767308880000,64343.2811440904,61.7688437455,29.5645172311,64128.0927219941
1767308940000,64344.6571515363,55.7854952665,31.1005298570,64128.3498143499
1767309000000,64346.0371514271,56.0660651796,29.6608750703,64128.4720402673
1767309060000,64347.5151022878,57.8837280008,28.4679569932,64128.6869503651
1767309120000,64349.1168034827,60.0883106367,28.2000441967,64128.9696937892
1767309180000,64350.9389826844,63.5927010240,28.6254620691,64129.2889899431
1767309240000,64352.5602534317,59.2604960420,28.4364513517,64129.4896684037
1767309300000,64354.1750777466,59.4182651275,26.7085475681,64129.8445639079
1767309360000,64355.5881189194,55.0185895107,27.2717169048,64130.0391233238
1767309420000,64357.0336152955,55.8993916807,26.2132218847,64130.2598351626
1767309480000,64358.3662418738,53.5102136323,25.3653396456,64130.5047300557
1767309540000,64359.3602191888,46.4469025379,26.1378619939,64130.7001688503
1767309600000,64360.0476247260,41.1175907279,26.9121149523,64130.9174220984
1767309660000,64360.5183335118,37.8126126428,27.0534399326,64131.1192920134
1767309720000,64361.2390051580,43.7236788834,27.6560213942,64131.4559177523
1767309780000,64361.8933409763,42.7079363472,26.3672729578,64131.6811454851
1767309840000,64362.1998187786,37.3210563887,27.0468540364,64131.8482639661
1767309900000,64362.0657930039,31.7874836543,28.7667940754,64132.0924526005
1767309960000,64361.8704440892,31.0767493955,28.9987753931,64132.1743682238
1767310020000,64361.8203823378,34.6752650443,28.1715301511,64132.3000062862
1767310080000,64361.5573078916,31.9956325285,28.3340204819,64132.4239567646
1767310140000,64361.6845353103,40.9228816785,29.7888168257,64132.5298509966
1767310200000,64361.6482763111,38.6372845446,29.6142310697,64132.6535368608
1767310260000,64361.3499280119,35.2108982980,29.5196168875,64132.8913177995
1767310320000,64361.5542064374,45.1785163811,31.3415783939,64132.9687056432
1767310380000,64361.9341570800,48.2291214141,30.8059400883,64133.1750444593
1767310440000,64362.3291144745,48.5550549058,28.8390906859,64133.3139813704
1767310500000,64362.9584722668,52.6293383222,28.6746543468,64133.3985703173
1767310560000,64363.3968294837,49.3657412291,28.1620063282,64133.6033583643
1767310620000,64363.8702008206,50.0763539105,28.3996332408,64133.7699171631
1767310680000,64363.8575709593,42.2679567171,31.2562752061,64133.9217671531
1767310740000,64363.7705443194,41.1967911243,29.6803661550,64134.0337128295
1767310800000,64363.4990257634,38.5780408556,29.1474685731,64134.2331170846
1767310860000,64363.5067235598,44.2694035734,29.3569829165,64134.3350066853
1767310920000,64363.7871751382,49.2647082634,30.2573963466,64134.5753420052
1767310980000,64364.3396511175,53.7605714560,31.0646734945,64134.7518061368
1767311040000,64364.6166218516,49.1520127380,31.4454959094,64134.8083242034
1767311100000,64364.8605966390,48.6490156590,31.4538925005,64134.9773749617
1767311160000,64365.2828415350,51.8217277939,30.8709933223,64135.1726801517
1767311220000,64366.5277758784,63.0671336179,34.8079522892,64135.3253992980
1767311280000,64368.1390420840,66.8801301611,35.5344188404,64135.6461374427
1767311340000,64370.1647284023,70.5959388284,36.3413952023,64135.8743081928
1767311400000,64372.2235252699,71.0290919069,34.5987827895,64136.2285734151
1767311460000,64374.3589324018,71.8433188380,33.6567203674,64136.6714926396
1767311520000,64376.4555281304,71.4521218293,32.2346756015,64137.1249201070
1767311580000,64378.6275323680,72.3411327019,30.7991687459,64137.3860694475
1767311640000,64380.6761289733,69.8636715104,29.6480629304,64137.6183818200
1767311700000,64383.0444669687,73.1699376770,30.1034707760,64137.9917540116
1767311760000,64385.2504961095,69.8056313597,29.1883113889,64138.2524090242
1767311820000,64387.1605480631,63.5869762140,29.2743148926,64138.5468357748
1767311880000,64389.0638007970,63.7419241199,28.0718518649,64138.7511668704
1767311940000,64390.9320105673,63.3588331842,27.5326574411,64139.1244551864
1767312000000,64393.2478999768,69.1412787041,29.9758153648,64613.0178433373
1767312060000,64395.7770462721,71.5883768589,29.9939458040,64622.3143702935
1767312120000,64398.1554479198,68.4804070521,29.4302650905,64628.4190360294
1767312180000,64400.6584188922,70.1289604748,29.5092625038,64632.6913763148
1767312240000,64402.9978945014,66.6206529491,28.9576859575,64633.1839382320
1767312300000,64405.3722701341,67.3588621459,27.6618996514,64635.0016772518
1767312360000,64407.3599238258,58.6420864783,28.8215371915,64631.8667794287
1767312420000,64408.9677646765,51.5223403586,30.5910404784,64625.1843517468
1767312480000,64410.9890742063,58.0630068745,31.7873554523,64623.0300690911
1767312540000,64413.2493800723,61.4430346807,32.1264697858,64624.1278264563
1767312600000,64415.5727918611,62.5177830874,32.7782216881,64626.1901426381
1767312660000,64417.5501668736,56.1580734220,33.4851346477,64625.8163851023
1767312720000,64419.4739256296,55.5187965457,32.9389081962,64624.8947760123
1767312780000,64421.3087841748,54.1543155181,31.9475499849,64623.1647642604
1767312840000,64422.7714364086,47.7427486891,32.6104619547,64619.4690419905
1767312900000,64424.3047712422,49.2994754614,31.4400067000,64618.1454846622
1767312960000,64425.8925954655,50.5963757560,31.3173597999,64616.2047733581
1767313020000,64427.4930384191,51.1447300647,29.4011757635,64614.7844370058
1767313080000,64429.3834973556,56.7149153123,29.6570426364,64614.1674803704
1767313140000,64431.6639170683,62.8152154489,31.0366854984,64617.0025482158
1767313200000,64434.0440288301,64.4314476421,30.1302696079,64618.7392580618
1767313260000,64436.3898329272,64.1706721773,28.9239224894,64622.2430034480
1767313320000,64438.7035534905,63.9413591307,28.2700309458,64624.7311197047
1767313380000,64441.0136250883,64.2462730521,27.7035925010,64625.9364931603
1767313440000,64443.4342350920,66.3578023802,27.0206317442,64628.1211079425
1767313500000,64445.7619564634,64.2521094574,25.7190994766,64629.1763696860
1767313560000,64447.6093941430,52.3632635098,27.6493115125,64629.7480979480
1767313620000,64449.4314965725,52.2050382344,26.2957355060,64629.7856912784
1767313680000,64450.6682849962,41.2538116301,30.0451957285,64628.2196138671
1767313740000,64452.0948043281,45.6291247245,30.3065098695,64627.1873558535
1767313800000,64453.3712472690,43.2936798232,29.6426256777,64624.5531737971
1767313860000,64455.0255370935,51.0487802163,30.7142148250,64623.9439359389
1767313920000,64456.6413126459,50.6277280735,29.4040859406,64623.6102838580
1767313980000,64458.3628227672,52.9367393491,28.8507236475,64623.7449420747
1767314040000,64460.1114614512,53.7824783818,27.5672398334,64624.2488475726
1767314100000,64461.7937924248,52.6563685471,26.2293441264,64624.4173273695
1767314160000,64463.1642295699,46.3492169767,26.8711925439,64623.8639382237
1767314220000,64464.6131316574,48.4251852120,26.0298785689,64623.4065823919
1767314280000,64465.9801873397,46.9915653719,25.1419127158,64622.7282234650
1767314340000,64467.4053224762,48.7292750405,24.0127573745,64622.2765187890
1767314400000,64468.9878489005,52.7240543357,24.4561085509,64622.3742589704
1767314460000,64470.7691187815,57.2124086400,25.1893701626,64622.9942932556
1767314520000,64472.3817313900,53.3724506549,24.9464172629,64623.2304357533
1767314580000,64474.3898769215,61.0496164129,26.8730189467,64624.3349279617
1767314640000,64476.8271419991,67.3640008439,28.5812242412,64626.2678903623
1767314700000,64479.4523363119,69.8508035172,28.1866455653,64628.2226537449
1767314760000,64481.8709917841,65.2948335468,27.8062133096,64630.4796496655
1767314820000,64484.4198815811,67.2615469752,27.4812111432,64632.8146967784
1767314880000,64486.4699998049,56.6536557073,29.1193743787,64634.1904682846
1767314940000,64488.1480382152,50.3064567677,29.6586821511,64634.4072607112
1767315000000,64489.6814470569,48.1913095618,29.3592754800,64634.5786998317
1767315060000,64491.0641238482,45.9863249920,30.3497133205,64634.4376320369
1767315120000,64492.7318165097,51.2806304178,30.7174747902,64634.5878018284
1767315180000,64494.5413817024,53.8636518863,29.7366897629,64635.4019727888
1767315240000,64496.5366834070,57.0188896471,29.9178508488,64636.2000165742
1767315300000,64498.5281051778,57.2656517303,28.0242878609,64637.5365320474
1767315360000,64500.6820854021,60.0833403244,27.4128555842,64637.7686608162
1767315420000,64502.6979191107,57.4716896225,28.4628915510,64638.7537906686
1767315480000,64504.9270780933,61.1117717596,28.8344233623,64639.7345315139
1767315540000,64507.3351783898,63.9735072378,28.5956228986,64640.0296247873
1767315600000,64509.3105065166,55.0979713019,29.9628619183,64640.6893529552
1767315660000,64511.6798733941,60.9952662603,31.1675123538,64642.3837954240
1767315720000,64513.8657002853,57.8323600934,31.1539541946,64644.3583102720
1767315780000,64516.0646416279,58.3394142148,29.6418011278,64645.8129851832
1767315840000,64518.3344524259,59.7268406433,29.9761101986,64646.7045341940
1767315900000,64520.8430775759,63.4239280323,30.1187422153,64647.9997375714
1767315960000,64523.1067354475,58.5520108010,30.3027518226,64649.9692181386
1767316020000,64525.0739703541,53.0848904574,30.2505114526,64651.1622266552
1767316080000,64527.0435632189,53.4596284626,28.7962367831,64652.4653842605
1767316140000,64529.1188071520,55.6387952230,27.8601168305,64653.0295076649
1767316200000,64531.6290327238,62.5149040599,29.5293681561,64655.2846398729
1767316260000,64534.3719059425,65.7477711970,30.0114862130,64656.5308333628
1767316320000,64537.1422793496,66.4112701696,29.8161340620,64659.3519572626
1767316380000,64540.0611317682,68.5211497055,29.0465169454,64660.1964800196
1767316440000,64543.4219488976,73.3453615520,30.8020079714,64661.8814102805
1767316500000,64546.6973281752,72.0329429426,29.5943397021,64665.6451927223
1767316560000,64549.6663582886,65.3979765615,30.2954859297,64668.9595089596
1767316620000,64552.5033212847,63.0554978235,29.0416352274,64670.3284930604
1767316680000,64554.5884233533,49.5617422514,32.8280582534,64671.8944587009
1767316740000,64556.8608916396,52.6969473811,32.2214391100,64673.3538592305
1767316800000,64558.7989641510,47.8938228397,32.8671173934,64674.2545750021
1767316860000,64561.0442622627,52.7507370919,33.8466324446,64675.7763721815
1767316920000,64563.3210805987,53.5203996688,32.7542180933,64677.6742388043
1767316980000,64565.7845454382,56.4866401413,32.6805471637,64679.4406641214
1767317040000,64568.1699299606,55.5102199905,32.2409653244,64681.8152665699
1767317100000,64570.6456016985,57.2058943726,31.3409456909,64682.6113033118
1767317160000,64573.0902109417,57.0738094210,29.2739776293,64684.0952028098
1767317220000,64575.1997619403,50.9503963706,30.1252071015,64685.2052218369
1767317280000,64577.1933922505,49.2132398327,29.3921788538,64686.1055126300
1767317340000,64579.2141529290,50.1193918109,28.3333617261,64687.1081976044
1767317400000,64581.0809630512,47.5175028958,27.7966673804,64687.6786554812
1767317460000,64583.3444863801,55.2757454086,28.9127214977,64689.1165064217
1767317520000,64585.3719768356,51.0938686221,28.4778601274,64690.1078353074
1767317580000,64587.3542402406,50.6100314875,27.8666147367,64690.8602375658
1767317640000,64589.3234518069,50.7438090699,26.6675232465,64691.9536704186
1767317700000,64590.8562492082,42.9222567773,27.9415241501,64692.5053437582
1767317760000,64592.5887952613,47.4239238652,28.0563180347,64693.3253893559
1767317820000,64594.2316140171,46.1036805556,27.0919843698,64693.6963880175
1767317880000,64596.4243214862,56.3306780056,29.6230033364,64694.6904746826
1767317940000,64598.5162946957,54.7707933322,28.4714523556,64696.0122982756
1767318000000,64600.4638471884,52.3266599985,27.8489882821,64696.0565694084
1767318060000,64602.6731804408,57.0244960708,28.4748732929,64697.0158041734
1767318120000,64604.9630208741,58.6250697215,27.2682948010,64698.0861822221
1767318180000,64607.1282686211,56.3788395398,26.4802259972,64699.0795808374
1767318240000,64609.2125470026,55.0529130456,25.5047585766,64700.4941825307
1767318300000,64611.6346482789,61.0112516622,27.3718837538,64701.7735482420
1767318360000,64614.2686645609,64.3602806248,27.6406723502,64702.1727133201
1767318420000,64616.8193583752,62.9511062314,26.1681568107,64704.3189002926
1767318480000,64619.4352758142,64.2869822791,27.3631684121,64705.4374208424
1767318540000,64621.8993484720,60.9978639970,26.7033255308,64706.4398819076
1767318600000,64624.5948498944,64.9288866411,27.2525964859,64707.9849031604
1767318660000,64627.2660997907,64.9670597461,25.6276120245,64709.3605141205
1767318720000,64630.0196248005,66.6245029898,25.1765354299,64711.4361880226
1767318780000,64632.5013436958,59.7852491666,25.5062408001,64713.1647139762
1767318840000,64635.3077065947,65.2725922556,26.7199765768,64715.0483723078
1767318900000,64637.7149152550,56.4565511278,27.6835344232,64716.2533666417
1767318960000,64639.8998381502,52.3856341407,27.2584391825,64717.9074258271
1767319020000,64642.2268607656,55.2559054996,26.6273550148,64719.0296609522
1767319080000,64644.3963404554,52.4623408700,25.9061295929,64720.7219522350
1767319140000,64646.1927424322,45.9228287698,27.3275681867,64721.9864716600
1767319200000,64647.8569207923,44.0012185357,26.8460948697,64722.7566774202
1767319260000,64649.8128328336,50.0676625297,27.5918935675,64723.4152918981
1767319320000,64652.0447796750,55.0896543711,28.5155671115,64725.4396502480
1767319380000,64654.1292520620,52.6712271200,28.3958355721,64726.3938861407
1767319440000,64656.0294924443,49.6101205366,28.0959789471,64727.5852341353
1767319500000,64658.0720886333,52.5400661341,28.1691197894,64728.5466824215
1767319560000,64660.5330147573,59.4473320520,29.5328227044,64729.4720490107
1767319620000,64663.8276263809,68.9639446051,33.7648465735,64731.1533489866
1767319680000,64666.6652113696,61.3047452235,35.2554940124,64732.8713464857
1767319740000,64669.2866358447,58.2202076938,34.3270467445,64734.1920627305
1767319800000,64671.6580572863,54.6892884918,34.5437758312,64736.4186552541
1767319860000,64673.7023414548,50.2410930545,34.6820762037,64737.5932435259
1767319920000,64675.6844052546,49.6411781533,34.5611834546,64739.2513901939
1767319980000,64678.0689421394,55.4203592437,35.3893877158,64740.7242183645
1767320040000,64680.3876827012,54.7461663156,33.4828229434,64743.0774796911
1767320100000,64682.8005029225,56.3390111228,32.1686542235,64744.0463330558
1767320160000,64685.5310239745,60.6857230402,32.9265328648,64745.6946127141
1767320220000,64687.8622718066,54.3413310421,33.6289454871,64746.5911874573
1767320280000,64689.9824557078,51.4185561128,32.9693821279,64747.9618214266
1767320340000,64691.9654428398,49.6415956187,31.7940860482,64749.8575044436
1767320400000,64694.2210253172,53.9562660701,31.7536320105,64751.8312146954
1767320460000,64696.7838770736,58.2963856219,32.8276117786,64753.5003235104
1767320520000,64699.0568305305,53.9081368808,32.7416963733,64754.2500268413
1767320580000,64700.8617828451,47.4311077773,33.7598074732,64755.7331132296
1767320640000,64702.5217787481,45.7434205874,32.3325598814,64756.5598478788
1767320700000,64704.0850701840,44.6628044539,30.8710211120,64757.6966064229
1767320760000,64705.9245781932,49.3513098056,31.2754753525,64758.8418514456
1767320820000,64707.6083610283,47.3178355483,30.5294596482,64759.6300337483
1767320880000,64709.4210557701,49.6844627104,29.8817232923,64760.5786991633
1767320940000,64710.5873075458,41.1055253809,32.3701138620,64761.3681671340
1767321000000,64711.3797768676,37.1266122548,34.1772383425,64761.6127574337
1767321060000,64711.8529205232,34.0723652896,34.1597470394,64761.6625806420
1767321120000,64712.3860067499,35.2629307355,32.2757852929,64761.6742327572
1767321180000,64712.6928794628,33.0656307659,31.6566817059,64761.5726567037
1767321240000,64712.8913673622,32.0404552579,30.7809466741,64761.3651534145
1767321300000,64712.8797485607,30.0573860843,31.1566629422,64760.9495238765
1767321360000,64713.0607025056,34.1179536682,31.2422270903,64760.8206855695
1767321420000,64713.0176943662,31.8213648651,30.7357532575,64760.5372189814
1767321480000,64713.1076484629,34.6475849023,30.6311352171,64760.2572652531
1767321540000,64713.5014835241,40.7319533252,31.2327717917,64760.1463773848
1767321600000,64714.0249248098,43.2258084579,30.1172252001,64760.1577318223
1767321660000,64714.1574370114,38.2224232172,31.1204390233,64760.0351948292
1767321720000,64713.9765930025,34.7210937389,32.0100599687,64759.8481257497
1767321780000,64713.7366268566,34.0649910143,31.6611122923,64759.6023692907
1767321840000,64713.5031756077,34.1557652339,29.8376561714,64759.1531723437
1767321900000,64713.1764083983,33.0212603580,28.6577242552,64758.8527845415
1767321960000,64712.6216598208,30.3927368620,29.0044846077,64758.1555159321
1767322020000,64712.6373576889,42.4463754849,31.6323783867,64757.6359719766
1767322080000,64712.4756819786,40.1004620178,30.9975643236,64757.1467572117
1767322140000,64712.2779084568,39.5989858220,30.1540379419,64756.9580889734
1767322200000,64711.9972790279,38.4345679583,29.3428871299,64756.7495882378
1767322260000,64711.4134177289,34.4937373431,29.6616797435,64756.1768123465
1767322320000,64710.8538218648,34.9270780609,28.9421534865,64755.4858056610
1767322380000,64710.4186738817,37.7821670745,29.0535218334,64754.9138857498
1767322440000,64710.1648576164,41.8715936153,28.4343984544,64754.3486994887
1767322500000,64709.7987455480,40.0333670437,27.7772358691,64754.0146239138
1767322560000,64708.9161113681,32.9714740299,30.1226040303,64753.2267234753
1767322620000,64707.8891903935,31.2258728519,29.4900914632,64752.0094179849
1767322680000,64706.4293909170,26.8022931588,30.6585836945,64751.0651173663
1767322740000,64704.7320320131,24.6617859735,30.8126687297,64750.4369826960
1767322800000,64703.2912703330,30.3573984032,31.2611174724,64749.0257565578
1767322860000,64701.3405150891,25.7683914055,33.3337395098,64748.6453476499
1767322920000,64699.5868476015,29.6493119235,32.6521905372,64747.3029259316
1767322980000,64697.7688730482,28.9005780092,31.0233750922,64745.5502251410
1767323040000,64695.9650561893,28.8628308660,32.6270488480,64744.6449634544
1767323100000,64694.0788947185,27.8630788586,31.2994277293,64743.7358513059
1767323160000,64691.9768065931,25.6261441696,31.8659023486,64742.0670061403
1767323220000,64689.7372192247,24.2131044637,30.8994625991,64740.6480695366
1767323280000,64687.3104569118,22.4503908940,30.9912194513,64739.5588188144
1767323340000,64684.3902012278,18.8065929943,32.8645905571,64736.5085296407
1767323400000,64681.5281472889,19.5978379766,30.8796517595,64733.8666800305
1767323460000,64678.2811447868,17.0583090312,31.7983810569,64731.1583278974
1767323520000,64675.3832174491,25.0700365523,32.2303501839,64729.9399267981
1767323580000,64672.7379825031,30.2012201371,31.9726929659,64727.4679089445
1767323640000,64669.9765920119,28.8472100973,31.1455963096,64725.9390939654
1767323700000,64667.2000272604,28.4362134775,31.1437624909,64723.7321189995
1767323760000,64664.5620387508,31.1829104855,30.0597062678,64722.2331230815
1767323820000,64662.0435005427,33.4921878090,28.8971439994,64721.0929385391
1767323880000,64659.8031565719,39.4365116098,28.8385688680,64719.4406358083
1767323940000,64657.4535071787,37.5571775091,28.0530767302,64717.8118463828
1767324000000,64655.3818520885,43.1973803173,28.2876437817,64716.3320523945
1767324060000,64652.9513749977,37.7282530264,29.8745927154,64715.6453449096
1767324120000,64650.7733784979,42.4494944961,30.7006162915,64713.9703800937
1767324180000,64648.6385345100,42.8882556184,30.5383187585,64712.4193833535
1767324240000,64646.9589594806,51.0145842148,31.5666434734,64711.0884823876
1767324300000,64645.6337194493,56.2316800656,32.8028721411,64710.2989035183
1767324360000,64644.5524822460,59.4140945978,32.2051199738,64708.8210410605
1767324420000,64643.3603173481,57.0586231311,31.1046462288,64707.6665903193
1767324480000,64642.3903284765,60.0095300109,30.5103233489,64706.4661040126
1767324540000,64641.3174556528,57.7237163207,29.3323235557,64705.9858662461
1767324600000,64640.0919590519,54.4807504950,28.5193638064,64705.5121610625
1767324660000,64638.7128435061,51.3275070740,28.2770579263,64704.8501600759
1767324720000,64637.6398666510,56.1477998506,28.9025661042,64703.7993751419
1767324780000,64636.0886468233,47.6505513015,30.5085656729,64702.7132622095
1767324840000,64634.5942502391,48.3629630842,29.6108774059,64701.4740171463
1767324900000,64633.0404933359,47.1243063340,29.0252932797,64700.5440779087
1767324960000,64631.8001340859,52.3944915177,29.1932744270,64700.0056159229
1767325020000,64630.4950076917,50.9783061457,28.1226922063,64699.0579492083
1767325080000,64629.4434106555,55.0591328345,28.4776780525,64698.5213450670
1767325140000,64628.4475119798,55.8042153894,27.0739782505,64697.4535644796
1767325200000,64627.6934289672,59.5104365625,27.2723317838,64696.7800050823
1767325260000,64626.6197313919,52.7861387862,27.9909335509,64695.8221567208
1767325320000,64625.7779070499,56.3755943457,27.9646449415,64695.1293832610
1767325380000,64624.9169307937,55.8069429144,26.8365097308,64694.4056151708
1767325440000,64624.0667766254,55.8462350616,26.3553925742,64693.5311595485
1767325500000,64623.0310144278,51.5949650804,26.1250310097,64692.9817426853
1767325560000,64622.0828112145,53.1246992946,25.5864823688,64692.1442993088
1767325620000,64620.9712027726,49.3657570668,25.1847681683,64691.7688667779
1767325680000,64619.7461834417,46.7977015221,24.7625452178,64691.0398240636
1767325740000,64618.9961855576,55.9697701914,26.5148815735,64690.2733613061
1767325800000,64617.7563951504,46.6620886120,29.1947683196,64689.1163918242
1767325860000,64616.2729092486,42.7225588995,29.3323717933,64687.8810621623
1767325920000,64614.8432429696,43.5061484441,28.3986664097,64687.1286225366
1767325980000,64613.3941866451,42.9614044294,27.4284843039,64686.7841055605
1767326040000,64611.9341265798,42.5277224729,26.4605690687,64686.0247902670
1767326100000,64610.8038092343,49.3544430940,27.7803537270,64685.4726077422
1767326160000,64609.6036937076,47.7828826897,27.1400712884,64684.5602228532
1767326220000,64608.2318299492,44.3369027564,26.7237608360,64683.7437680111
1767326280000,64606.6187987826,40.0247090722,26.7762127279,64682.8936894964
1767326340000,64604.6753543118,35.0352810142,27.6424366082,64681.6167227255
1767326400000,64602.7127589799,34.5204570105,26.6540248678,64680.0775908441
1767326460000,64600.8719359966,37.1620479735,25.6866852244,64678.9092526113
1767326520000,64598.9405986776,35.5194712399,24.7943025636,64677.6283834253
1767326580000,64596.4618566557,28.4650220407,27.8337306551,64676.8221642521
1767326640000,64593.5070200433,23.9398263245,30.0272401128,64675.6560947990
1767326700000,64590.5285813971,23.5137305375,28.4740170412,64673.9795936168
1767326760000,64587.2568976887,21.0552310733,29.4965590342,64671.6050378003
1767326820000,64583.5937765455,18.3430476318,31.5608964790,64669.2208423765
1767326880000,64580.1161456982,22.1397711388,30.7482582481,64667.5115608786
1767326940000,64576.8478889593,26.4579292596,31.3029496979,64665.6067561714
1767327000000,64573.7044294703,28.7061828610,30.0323994769,64663.3787807172
1767327060000,64570.8737910003,35.2138584527,30.1699640522,64662.6543717159
1767327120000,64568.2566412777,39.1511400413,30.0755486190,64661.9323109113
1767327180000,64565.6944408798,39.7660747362,28.3121639834,64660.7663253074
1767327240000,64563.5139614017,46.8889256367,29.6122191762,64659.3370793537
1767327300000,64561.1895320386,44.2674988055,29.9358796310,64658.5519676916
1767327360000,64558.9022356007,44.5497493630,28.8739361202,64657.2123366604
1767327420000,64556.9228075005,50.0913742825,28.9820728426,64656.0745739965
1767327480000,64554.8605061252,48.2241845382,27.9029893994,64654.7248613756
1767327540000,64552.7741871115,47.3979852375,26.7286386095,64653.1598965964
1767327600000,64550.5033023561,43.6824410533,26.6172199325,64651.6717122221
1767327660000,64548.1653319813,42.1290196910,25.9391222066,64650.4062033944
1767327720000,64545.9123332205,43.6148595006,28.4220190170,64649.5534714769
1767327780000,64543.7227059051,44.6309016847,27.3233085716,64647.8098113107
1767327840000,64541.2073366235,38.3204273579,28.0079286441,64646.3727337270
1767327900000,64538.6373819668,37.0287682796,27.9774194799,64645.4385297504
1767327960000,64536.1305201898,38.0879368919,26.9955639850,64644.5765328069
1767328020000,64533.7705777687,41.5308810657,26.4286410748,64642.7904773941
1767328080000,64531.6146150979,46.2906773510,26.2510856843,64641.5861260490
1767328140000,64529.8975472387,55.3447482338,27.4512298457,64640.5382942176
1767328200000,64528.1352215023,53.8838187389,26.3221586710,64639.2845049531
1767328260000,64526.1277363617,48.1198102642,26.8366040179,64638.4098597328
1767328320000,64524.2029457280,49.5085466604,25.8794458193,64636.7320895404
1767328380000,64522.3199469733,50.0285349187,25.9838608826,64636.1570751013
1767328440000,64520.4025421724,48.7591710608,25.1983372019,64634.9029852616
1767328500000,64518.7150331096,53.7703369756,25.0674864237,64633.5799714931
1767328560000,64516.9924007190,52.4110451592,23.8340090258,64632.4805659113
1767328620000,64515.1902523882,49.8826379782,23.0110108894,64631.7340362566
1767328680000,64513.3527059663,48.4926085981,21.8386748579,64630.3078124581
1767328740000,64511.3109719732,43.0973360225,22.6368859574,64629.8217487295
1767328800000,64508.9904127832,37.1173429762,23.8889737445,64627.9372098095
1767328860000,64506.7881266394,39.9714851956,23.1465762514,64625.6814825144
1767328920000,64505.0304642689,50.6781220328,25.4159552915,64625.2773661912
